Location,Location_ID,Date,AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
"Karimnagar, Telangana, India",1,2020-11-28,165,449.36,0.120416666666667,5.58875,61.4529166666667,5.7075,83.9366666666667,86.1845833333333,1.82208333333333
"Khammam, Telangana, India",2,2020-11-28,151,390.946666666667,0.0220833333333333,2.15375,55.655,0.975833333333333,56.6604166666667,57.6008333333333,0.809583333333333
"Nizamabad, Telangana, India",3,2020-11-28,174,463.963333333333,0.0375,3.16625,85.2941666666667,6.9475,101.8275,104.132916666667,1.47375
"Warangal, Telangana, India",4,2020-11-28,139,399.2925,0.0308333333333333,4.21416666666667,51.3279166666667,1.07916666666667,50.9229166666667,52.8141666666667,1.79416666666667
"Adilabad, Telangana, India",0,2020-11-29,135,376.205833333333,0.647916666666667,7.84,64.8158333333333,6.35291666666667,49.2308333333333,53.2591666666667,6.26125
"Karimnagar, Telangana, India",1,2020-11-29,156,522.515,0.205833333333333,9.88,61.79875,5.87625,65.9666666666667,70.9945833333333,5.14125
"Khammam, Telangana, India",2,2020-11-29,136,396.232083333333,0.210416666666667,4.85416666666667,34.43125,0.865833333333333,49.94375,52.9083333333333,4.17958333333333
"Nizamabad, Telangana, India",3,2020-11-29,154,529.46875,0.07875,7.15375,45.46375,2.15125,63.4325,70.35375,11.6904166666667
"Warangal, Telangana, India",4,2020-11-29,153,571.470416666667,0.285833333333333,12.8170833333333,34.5870833333333,2.06541666666667,61.3091666666667,65.805,8.815
"Adilabad, Telangana, India",0,2020-12-12,186,461.877083333333,0.162916666666667,8.41,82.9245833333333,8.43958333333333,124.725,132.81,5.4225
"Karimnagar, Telangana, India",1,2020-12-12,188,474.81125,0.133333333333333,7.14541666666667,88.7516666666667,4.53,128.52375,137.07875,5.11625
"Khammam, Telangana, India",2,2020-12-12,215,583.2925,0.0591666666666666,7.40958333333333,67.7270833333333,5.56041666666667,164.979583333333,174.54875,1.43833333333333
"Nizamabad, Telangana, India",3,2020-12-12,180,489.275833333333,0.112916666666667,5.12541666666667,84.3125,4.83833333333333,112.975,120.700833333333,6.69625
"Warangal, Telangana, India",4,2020-12-12,195,488.8575,0.104583333333333,5.47333333333333,95.905,5.44375,141.508333333333,149.73375,1.62625
"Adilabad, Telangana, India",0,2020-12-13,195,523.489166666667,0.226666666666667,17.7229166666667,69.17875,33.9920833333333,140.120833333333,148.939583333333,3.90375
"Karimnagar, Telangana, India",1,2020-12-13,197,505.965416666667,0.415,6.51708333333333,83.8604166666667,4.45333333333333,145.497083333333,154.013333333333,4.43583333333333
"Khammam, Telangana, India",2,2020-12-13,220,575.5025,0.127083333333333,6.71125,78.6775,6.60541666666667,170.8025,180.92625,1.29125
"Nizamabad, Telangana, India",3,2020-12-13,192,532.946666666667,0.205833333333333,6.27625,67.0333333333333,4.20625,135.384583333333,145.234583333333,9.42291666666667
"Warangal, Telangana, India",4,2020-12-13,200,507.078333333333,0.09375,5.08041666666667,89.10875,3.53041666666667,150.1925,158.037916666667,2.03083333333333
"Adilabad, Telangana, India",0,2020-12-14,208,557.145416666667,0.0920833333333333,17.8529166666667,59.1725,21.6316666666667,158.742083333333,168.192083333333,4.06875
"Karimnagar, Telangana, India",1,2020-12-14,194,502.76625,0.110833333333333,5.97333333333333,96.6495833333333,4.23791666666667,138.0975,146.24875,3.94833333333333
"Khammam, Telangana, India",2,2020-12-14,207,611.386666666667,0.0775,7.63791666666667,69.9683333333333,4.17416666666667,157.139166666667,168.02625,1.89875
"Nizamabad, Telangana, India",3,2020-12-14,192,567.4375,0.117083333333333,7.48791666666667,64.4775,3.88916666666667,136.120833333333,147.597083333333,10.7891666666667
"Warangal, Telangana, India",4,2020-12-14,205,523.212083333333,0.09625,4.68958333333333,109.375833333333,6.69708333333333,148.983333333333,157.264583333333,1.79541666666667
"Adilabad, Telangana, India",0,2020-12-15,194,486.076666666667,0.0829166666666666,7.04166666666667,85.3554166666667,8.0325,138.551666666667,146.0825,3.35083333333333
"Karimnagar, Telangana, India",1,2020-12-15,183,511.249166666667,0.114166666666667,5.52708333333333,96.8279166666667,5.81541666666667,117.7525,125.16625,3.76791666666667
"Khammam, Telangana, India",2,2020-12-15,185,564.237916666667,0.06125,7.61875,62.7645833333333,3.18375,120.972083333333,129.06125,3.5125
"Nizamabad, Telangana, India",3,2020-12-15,177,474.116666666667,0.0783333333333333,4.02458333333333,84.16125,3.07041666666667,107.490833333333,114.809583333333,5.37666666666667
"Warangal, Telangana, India",4,2020-12-15,189,587.603333333333,0.160416666666667,8.39208333333333,84.55,8.04458333333333,129.772083333333,138.209583333333,3.55
"Adilabad, Telangana, India",0,2020-12-16,176,550.192083333333,0.110416666666667,12.2808333333333,56.5166666666667,7.43,104.94,111.907916666667,5.32875
"Karimnagar, Telangana, India",1,2020-12-16,182,616.113333333333,0.255,10.32,67.36625,5.04416666666667,116.539166666667,127.247916666667,6.20375
"Khammam, Telangana, India",2,2020-12-16,181,512.640833333333,0.0579166666666666,4.93375,68.45625,4.455,115.20375,122.55125,1.88541666666667
"Nizamabad, Telangana, India",3,2020-12-16,173,499.70625,0.0529166666666666,3.98541666666667,75.2216666666667,3.14666666666667,98.8425,106.252083333333,5.43416666666667
"Warangal, Telangana, India",4,2020-12-16,187,656.4475,0.338333333333333,11.8079166666667,52.9466666666667,5.78166666666667,126.227916666667,136.7825,4.99291666666667
"Adilabad, Telangana, India",0,2020-12-17,190,590.245416666667,0.342916666666667,10.8995833333333,60.3058333333333,12.9991666666667,131.02125,137.619583333333,3.53666666666667
"Karimnagar, Telangana, India",1,2020-12-17,190,685.651666666667,0.49625,16.9183333333333,61.5266666666667,17.05625,130.547083333333,141.39,7.25125
"Khammam, Telangana, India",2,2020-12-17,170,489.831666666667,0.105833333333333,7.27125,50.0279166666667,2.58291666666667,93.0075,101.463333333333,3.30125
"Nizamabad, Telangana, India",3,2020-12-17,187,617.2275,0.186666666666667,6.93041666666667,59.6275,8.5325,124.848333333333,135.727916666667,7.43583333333333
"Warangal, Telangana, India",4,2020-12-17,178,602.7625,0.13875,7.82208333333333,55.7908333333333,5.30333333333333,108.172916666667,117.129166666667,4.18083333333333
"Adilabad, Telangana, India",0,2020-12-18,165,541.7075,0.525416666666667,11.83125,60.5145833333333,9.35375,84.0791666666667,89.49625,4.93
"Karimnagar, Telangana, India",1,2020-12-18,177,708.322083333333,0.480833333333333,19.9745833333333,55.2320833333333,16.3116666666667,106.3,115.352916666667,10.6933333333333
"Khammam, Telangana, India",2,2020-12-18,186,601.649166666667,0.103333333333333,8.57208333333333,43.6241666666667,3.02583333333333,124.000833333333,133.169583333333,3.77958333333333
"Nizamabad, Telangana, India",3,2020-12-18,175,646.99,0.244166666666667,10.35,54.3116666666667,6.78125,103.571666666667,114.300833333333,16.4420833333333
"Warangal, Telangana, India",4,2020-12-18,189,638.644583333333,0.20125,9.83708333333333,45.3708333333333,4.68666666666667,129.495833333333,136.780833333333,6.67125
"Adilabad, Telangana, India",0,2020-12-19,153,439.48625,0.465,9.33458333333333,66.8091666666667,10.3454166666667,60.3170833333333,65.5691666666667,5.805
"Karimnagar, Telangana, India",1,2020-12-19,155,512.084166666667,0.46375,12.4720833333333,58.4425,10.8804166666667,64.0708333333333,71.1858333333333,8.71416666666667
"Khammam, Telangana, India",2,2020-12-19,193,656.724166666667,0.179583333333333,7.40125,44.54,2.75708333333333,136.875,145.0275,3.98708333333333
"Nizamabad, Telangana, India",3,2020-12-19,157,471.473333333333,0.337083333333333,7.085,54.0179166666667,8.91333333333333,68.2516666666667,75.7916666666667,9.00208333333333
"Warangal, Telangana, India",4,2020-12-19,158,493.169166666667,0.102916666666667,6.30208333333333,51.6491666666667,4.5175,71.3954166666667,76.6008333333333,6.21333333333333
"Adilabad, Telangana, India",0,2020-12-20,127,381.629166666667,0.49375,9.70083333333333,70.7508333333333,15.2429166666667,46.1908333333333,51.1141666666667,7.52916666666667
"Karimnagar, Telangana, India",1,2020-12-20,143,495.394166666667,0.609583333333333,14.7991666666667,64.6866666666667,16.88875,52.6266666666667,59.5341666666667,9.90625
"Khammam, Telangana, India",2,2020-12-20,181,557.561666666667,0.1575,6.38916666666667,46.095,3.13,114.895833333333,121.617083333333,4.97083333333333
"Nizamabad, Telangana, India",3,2020-12-20,138,419.876666666667,0.2975,8.15958333333333,57.2945833333333,8.61625,50.6470833333333,57.7954166666667,11.1225
"Warangal, Telangana, India",4,2020-12-20,153,421.821666666667,0.112916666666667,4.62833333333333,64.1204166666667,5.55416666666667,61.3775,65.80875,6.555
"Adilabad, Telangana, India",0,2020-12-21,106,415.424583333333,0.755,13.86625,57.44375,14.48375,37.7025,44.53125,8.81708333333333
"Karimnagar, Telangana, India",1,2020-12-21,154,652.274166666667,2.30666666666667,24.1695833333333,52.1395833333333,25.5108333333333,62.675,73.5545833333333,13.4441666666667
"Khammam, Telangana, India",2,2020-12-21,164,477.871666666667,0.157916666666667,7.44583333333333,65.8929166666667,5.7025,81.21,88.1991666666667,6.05583333333333
"Nizamabad, Telangana, India",3,2020-12-21,132,501.6525,0.431666666666667,9.97625,51.4466666666667,9.38791666666667,48.0408333333333,59.4270833333333,15.94
"Warangal, Telangana, India",4,2020-12-21,147,475.22875,0.195416666666667,8.43083333333333,56.83375,6.7625,54.2029166666667,61.0183333333333,8.65666666666667
"Adilabad, Telangana, India",0,2020-12-22,126,469.804166666667,0.79625,15.4941666666667,61.5575,14.3670833333333,45.9904166666667,53.4558333333333,10.1220833333333
"Karimnagar, Telangana, India",1,2020-12-22,160,797.332083333333,1.52041666666667,31.0454166666667,45.5129166666667,23.5475,73.8658333333333,87.6333333333333,19.9645833333333
"Khammam, Telangana, India",2,2020-12-22,181,590.5225,0.132083333333333,8.68375,64.5895833333333,6.60333333333333,113.499166666667,123.786666666667,6.08958333333333
"Nizamabad, Telangana, India",3,2020-12-22,156,665.62625,1.30541666666667,12.0533333333333,47.6775,9.2025,66.3975,81.98125,18.4479166666667
"Warangal, Telangana, India",4,2020-12-22,152,644.347083333333,0.6075,15.0920833333333,41.43,7.62958333333333,60.0770833333333,69.52875,11.6383333333333
"Adilabad, Telangana, India",0,2020-12-23,155,487.606666666667,0.880833333333333,16.1666666666667,70.4420833333333,20.2558333333333,65.19125,72.8825,7.86
"Karimnagar, Telangana, India",1,2020-12-23,170,835.995833333333,2.25208333333333,29.18125,51.3366666666667,22.5966666666667,92.8820833333333,107.157083333333,23.6625
"Khammam, Telangana, India",2,2020-12-23,206,702.62125,0.185416666666667,10.1404166666667,59.65625,8.71666666666667,156.311666666667,169.455833333333,4.005
"Nizamabad, Telangana, India",3,2020-12-23,169,645.042083333333,0.447916666666667,11.7325,68.545,15.35375,90.8679166666667,104.741666666667,22.5295833333333
"Warangal, Telangana, India",4,2020-12-23,159,662.009583333333,1.23333333333333,15.7770833333333,47.84125,7.01833333333333,72.15875,82.5145833333333,10.9375
"Adilabad, Telangana, India",0,2020-12-24,168,546.15875,0.70375,16.6420833333333,71.6266666666667,20.4245833333333,88.7741666666667,96.4166666666667,7.19125
"Karimnagar, Telangana, India",1,2020-12-24,189,687.043333333333,0.408333333333333,13.5629166666667,64.515,5.25291666666667,130.305,142.5525,9.65541666666667
"Khammam, Telangana, India",2,2020-12-24,194,615.00125,0.0820833333333333,7.68125,72.25625,5.78166666666667,138.768333333333,149.354583333333,2.475
"Nizamabad, Telangana, India",3,2020-12-24,191,636.835,0.279166666666667,8.91458333333333,69.3066666666667,6.89916666666667,133.83375,147.768333333333,14.9379166666667
"Warangal, Telangana, India",4,2020-12-24,196,708.3225,0.502916666666667,13.2358333333333,57.28125,5.51916666666667,143.620416666667,157.35875,6.62916666666667
"Adilabad, Telangana, India",0,2020-12-25,183,629.465,0.474583333333333,18.0045833333333,71.9204166666667,30.2404166666667,117.82125,126.299166666667,8.54291666666667
"Karimnagar, Telangana, India",1,2020-12-25,193,803.1725,1.68041666666667,26.7125,56.2583333333333,24.3983333333333,137.905833333333,153.878333333333,15.9391666666667
"Khammam, Telangana, India",2,2020-12-25,197,597.477916666667,0.0675,6.03541666666667,76.1604166666667,6.84291666666667,145.36625,155.402916666667,2.44
"Nizamabad, Telangana, India",3,2020-12-25,192,699.976666666667,0.382916666666667,11.8308333333333,61.8025,11.2479166666667,134.657916666667,150.494583333333,24.89625
"Warangal, Telangana, India",4,2020-12-25,193,686.765,0.206666666666667,11.9691666666667,60.3466666666667,6.98333333333333,137.845,151.002083333333,5.59875
"Adilabad, Telangana, India",0,2020-12-26,184,566.880833333333,0.460416666666667,12.8695833333333,76.1820833333333,25.4983333333333,120.179166666667,128.683333333333,7.81541666666667
"Karimnagar, Telangana, India",1,2020-12-26,194,822.783333333333,0.560833333333333,23.1083333333333,60.9166666666667,22.1591666666667,139.42,153.1675,15.9416666666667
"Khammam, Telangana, India",2,2020-12-26,224,679.812083333333,0.0725,7.60166666666667,57.2645833333333,5.60333333333333,174.267083333333,184.9,4.24458333333333
"Nizamabad, Telangana, India",3,2020-12-26,185,652.135833333333,0.266666666666667,9.14666666666667,56.2416666666667,14.0825,122.844166666667,135.83125,13.6108333333333
"Warangal, Telangana, India",4,2020-12-26,190,709.573333333333,0.29375,14.84375,51.1270833333333,8.11541666666667,131.439583333333,143.157916666667,13.0720833333333
"Adilabad, Telangana, India",0,2020-12-27,177,509.024583333333,0.610833333333333,11.7904166666667,75.65,26.5158333333333,105.797916666667,113.683333333333,7.81875
"Karimnagar, Telangana, India",1,2020-12-27,202,816.1075,0.60875,22.1333333333333,72.4720833333333,22.0091666666667,152.583333333333,166.88375,17.5029166666667
"Khammam, Telangana, India",2,2020-12-27,255,749.071666666667,0.119166666666667,8.70041666666667,52.2520833333333,8.05375,205.087916666667,217.839166666667,4.24958333333333
"Nizamabad, Telangana, India",3,2020-12-27,187,630.994583333333,0.276666666666667,10.5083333333333,63.0241666666667,12.37625,126.214583333333,139.213333333333,23.8666666666667
"Warangal, Telangana, India",4,2020-12-27,185,655.472916666667,0.3975,12.73875,56.625,8.59291666666667,120.955833333333,131.069583333333,10.2508333333333
"Adilabad, Telangana, India",0,2020-12-28,183,490.11125,0.406666666666667,12.5445833333333,86.81625,13.9029166666667,117.947083333333,124.952916666667,5.74458333333333
"Karimnagar, Telangana, India",1,2020-12-28,194,705.818333333333,0.6775,15.0029166666667,54.94875,5.22333333333333,139.701666666667,152.22375,14.3616666666667
"Khammam, Telangana, India",2,2020-12-28,281,813.325,0.0745833333333333,9.97166666666667,71.01125,4.7125,231.400416666667,244.784583333333,5.93333333333333
"Nizamabad, Telangana, India",3,2020-12-28,182,532.805833333333,0.17,5.94041666666667,78.62,5.45208333333333,116.92625,126.158333333333,9.68875
"Warangal, Telangana, India",4,2020-12-28,238,821.114166666667,0.325833333333333,15.7933333333333,56.2025,4.44875,188.275833333333,201.450416666667,7.83708333333333
"Adilabad, Telangana, India",0,2020-12-29,168,478.56625,0.30625,10.0016666666667,69.38,8.94541666666667,89.7708333333333,95.6641666666667,7.26375
"Karimnagar, Telangana, India",1,2020-12-29,236,798.027083333333,0.791666666666667,13.2375,54.2033333333333,4.91625,186.869166666667,200.850416666667,8.37291666666667
"Khammam, Telangana, India",2,2020-12-29,255,763.2575,0.0745833333333333,9.55916666666667,54.7770833333333,4.7375,205.714583333333,217.916666666667,3.24833333333333
"Nizamabad, Telangana, India",3,2020-12-29,194,597.199583333333,0.129583333333333,5.77875,68.85875,4.55666666666667,138.625833333333,148.731666666667,8.35458333333333
"Warangal, Telangana, India",4,2020-12-29,261,792.464583333333,0.167083333333333,10.7054166666667,74.745,7.07541666666667,211.82125,225.132916666667,3.89416666666667
"Adilabad, Telangana, India",0,2020-12-30,196,559.927083333333,0.424583333333333,10.7379166666667,65.7029166666667,12.8358333333333,142.101666666667,150.630833333333,6.30291666666667
"Karimnagar, Telangana, India",1,2020-12-30,229,668.128333333333,0.124583333333333,8.59666666666667,90.3766666666667,7.76208333333333,179.068333333333,192.075,5.42541666666667
"Khammam, Telangana, India",2,2020-12-30,215,586.907916666667,0.0566666666666666,5.55916666666667,77.3220833333333,7.47708333333333,165.228333333333,174.965833333333,2.25375
"Nizamabad, Telangana, India",3,2020-12-30,196,553.669166666667,0.0916666666666666,4.15666666666667,78.56,4.39166666666667,142.532916666667,151.769166666667,5.68708333333333
"Warangal, Telangana, India",4,2020-12-30,225,683.983333333333,0.160416666666667,10.3175,82.9558333333333,9.8925,175.549583333333,188.572083333333,4.73666666666667
